star_name,x,y,star_colour,star_type,object_name,world_type,tectonics,weather,temp,bio,total_ru,dist_to_parent_star,common,corrosive,base_metal,noble,rare_earth,precious,radioactive,exotic
Beta Fornacis,564.5,802.0,blue,dwarf,VIa,Alkali World,3,0,-160,88,234,6913,0,0,234,0,0,0,0,0
Beta Fornacis,564.5,802.0,blue,dwarf,VIb,Ultramarine World,0,1,-160,0,190,6913,0,0,66,124,0,0,0,0
Delta Muscae,139.5,804.1,red,dwarf,I,Noble World,2,0,-233,0,173,2183,17,0,0,156,0,0,0,0
Delta Muscae,139.5,804.1,red,dwarf,II,Dust World,1,1,-242,0,57,3465,0,0,57,0,0,0,0,0
Delta Muscae,139.5,804.1,red,dwarf,III,Gas Giant,2,7,-252,0,0,7706,0,0,0,0,0,0,0,0
Delta Muscae,139.5,804.1,red,dwarf,IIIa,Ultramarine World,0,1,-252,0,187,7706,0,0,0,52,135,0,0,0
Delta Muscae,139.5,804.1,red,dwarf,IIIb,Purple World,3,0,-252,0,189,7706,0,0,189,0,0,0,0,0
Beta Lacertae,822.9,804.1,red,dwarf,I,Chondrite World,4,0,-233,0,73,2131,73,0,0,0,0,0,0,0
Beta Lacertae,822.9,804.1,red,dwarf,II,Metal World,2,2,-247,0,580,4934,0,64,378,0,0,138,0,0
Beta Lacertae,822.9,804.1,red,dwarf,III,Gas Giant,2,7,-249,0,0,5833,0,0,0,0,0,0,0,0
Beta Lacertae,822.9,804.1,red,dwarf,IIIa,Ultramarine World,2,1,-249,132,168,5833,0,0,84,84,0,0,0,0
Beta Lacertae,822.9,804.1,red,dwarf,IIIb,Pellucid World,2,0,-249,0,50,5833,0,0,0,0,0,0,0,50
Beta Lacertae,822.9,804.1,red,dwarf,IIIc,Ultramarine World,0,1,-249,40,136,5833,0,0,0,136,0,0,0,0
Beta Lacertae,822.9,804.1,red,dwarf,IV,Noble World,0,0,-252,0,162,7906,2,0,0,160,0,0,0,0
Gamma Draconis,251.8,805.6,white,dwarf,I,Alkali World,2,5,861,0,285,292,0,0,285,0,0,0,0,0
Gamma Draconis,251.8,805.6,white,dwarf,II,Selenic World,0,3,438,0,69,648,0,0,69,0,0,0,0,0
Gamma Draconis,251.8,805.6,white,dwarf,III,Gas Giant,2,7,121,0,0,1338,0,0,0,0,0,0,0,0
Gamma Draconis,251.8,805.6,white,dwarf,IIIa,Auric World,2,2,92,100,744,1338,0,0,0,0,0,744,0,0
Gamma Draconis,251.8,805.6,white,dwarf,IIIb,Auric World,2,2,84,104,618,1338,0,0,0,0,0,618,0,0
Gamma Draconis,251.8,805.6,white,dwarf,IIIc,Auric World,0,2,91,66,1440,1338,0,0,0,0,0,1440,0,0
Gamma Draconis,251.8,805.6,white,dwarf,IIId,Alkali World,2,2,78,40,291,1338,0,0,291,0,0,0,0,0
Gamma Draconis,251.8,805.6,white,dwarf,IV,Urea World,6,2,-45,0,28,2449,28,0,0,0,0,0,0,0
Gamma Draconis,251.8,805.6,white,dwarf,V,Acid World,3,0,-67,0,252,3008,252,0,0,0,0,0,0,0
Gamma Draconis,251.8,805.6,white,dwarf,VI,Quasi-Degenerate World,5,0,-86,0,575,3628,0,0,0,0,0,0,0,575
Gamma Draconis,251.8,805.6,white,dwarf,VII,Lanthanide World,4,0,-108,0,1050,4639,0,0,0,0,1050,0,0,0
Gamma Draconis,251.8,805.6,white,dwarf,VIII,Redux World,4,0,-118,0,238,5286,0,196,42,0,0,0,0,0
Gamma Fornacis,587.5,806.2,blue,dwarf,I,Lanthanide World,5,1,28,6,810,1166,0,0,0,0,810,0,0,0
Gamma Fornacis,587.5,806.2,blue,dwarf,II,Gas Giant,1,7,-129,0,0,4239,0,0,0,0,0,0,0,0
Gamma Fornacis,587.5,806.2,blue,dwarf,IIa,Quasi-Degenerate World,4,0,-129,0,350,4239,0,0,0,0,0,0,0,350
Gamma Fornacis,587.5,806.2,blue,dwarf,IIb,Selenic World,0,0,-129,0,114,4239,0,0,114,0,0,0,0,0
Gamma Fornacis,587.5,806.2,blue,dwarf,IIc,Metal World,3,2,-129,88,377,4239,0,32,117,0,0,132,96,0
Alpha Lacertae,841.6,808.3,blue,dwarf,I,Metal World,1,2,-51,0,1048,1798,0,88,594,0,0,174,192,0
Alpha Lacertae,841.6,808.3,blue,dwarf,II,Telluric World,1,2,-133,12,297,4483,0,0,75,0,0,222,0,0
Alpha Lacertae,841.6,808.3,blue,dwarf,IIa,Quasi-Degenerate World,3,0,-133,0,650,4483,0,0,0,0,0,0,0,650
Alpha Lacertae,841.6,808.3,blue,dwarf,III,Urea World,5,1,-162,0,24,7090,24,0,0,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,I,Copper World,0,3,17,152,453,916,0,0,453,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,II,Gas Giant,2,7,-81,0,0,1535,0,0,0,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,IIa,Ultramarine World,0,2,-81,0,244,1535,0,0,69,60,115,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,IIb,Super-Dense World,5,2,-81,94,171,1535,0,0,171,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,IIc,Pellucid World,2,0,-81,0,0,1535,0,0,0,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,III,Selenic World,2,0,-121,0,192,2455,0,0,192,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,IV,Magnetic World,7,0,-141,0,510,3225,0,0,510,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,V,Treasure World,0,0,-154,0,1776,3992,0,0,0,0,0,1776,0,0
Alpha Leonis,900.0,822.9,green,dwarf,VI,Super-Dense World,4,2,-168,0,171,5099,0,0,171,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,VII,Chondrite World,5,0,-174,0,58,5779,58,0,0,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,VIII,Gas Giant,2,7,-181,0,0,6701,0,0,0,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,VIIIa,Noble World,0,0,-181,0,197,6701,17,0,0,180,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,VIIIb,Cyanic World,0,0,-181,0,92,6701,92,0,0,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,VIIIc,Copper World,0,0,-181,0,363,6701,0,0,363,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,VIIId,Halide World,0,0,-181,0,136,6701,0,136,0,0,0,0,0,0
Alpha Leonis,900.0,822.9,green,dwarf,IX,Pellucid World,1,0,-187,0,0,7617,0,0,0,0,0,0,0,0
Iota Draconis,356.2,825.0,yellow,dwarf,I,Auric World,0,5,109,246,1950,288,0,0,0,0,0,1950,0,0
Iota Draconis,356.2,825.0,yellow,dwarf,II,Selenic World,0,0,-139,0,162,1753,0,0,162,0,0,0,0,0
Iota Draconis,356.2,825.0,yellow,dwarf,III,Gas Giant,2,7,-158,0,0,2391,0,0,0,0,0,0,0,0
Iota Draconis,356.2,825.0,yellow,dwarf,IV,Cimmerian World,3,0,-193,0,88,4946,88,0,0,0,0,0,0,0
Iota Draconis,356.2,825.0,yellow,dwarf,V,Xenolithic World,2,0,-208,0,381,7368,0,0,309,0,0,72,0,0
Epsilon Lipi,543.7,827.0,red,dwarf,I,Rainbow World,1,0,-155,0,1997,256,141,0,0,0,0,0,1856,0
Epsilon Lipi,543.7,827.0,red,dwarf,II,Gas Giant,1,7,-245,0,0,4459,0,0,0,0,0,0,0,0
Epsilon Lipi,543.7,827.0,red,dwarf,IIa,Crimson World,0,2,-245,0,190,4459,0,28,162,0,0,0,0,0
Epsilon Lipi,543.7,827.0,red,dwarf,IIb,Urea World,4,2,-245,0,27,4459,27,0,0,0,0,0,0,0
Epsilon Lipi,543.7,827.0,red,dwarf,IIc,Ultramarine World,2,2,-245,0,171,4459,0,0,0,96,75,0,0,0
Epsilon Muscae,152.0,833.3,orange,dwarf,I,Noble World,0,0,-210,0,162,3475,6,0,0,156,0,0,0,0
Alpha Draconis,277.1,835.1,blue,dwarf,I,Opalescent World,1,0,-119,0,195,3716,59,0,0,36,100,0,0,0
Alpha Draconis,277.1,835.1,blue,dwarf,II,Gas Giant,0,7,-134,0,0,4533,0,0,0,0,0,0,0,0
Alpha Draconis,277.1,835.1,blue,dwarf,IIa,Carbide World,2,0,-134,0,63,4533,63,0,0,0,0,0,0,0
Alpha Draconis,277.1,835.1,blue,dwarf,IIb,Noble World,1,0,-134,0,296,4533,0,0,0,296,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,I,Water World,2,3,38,78,159,501,0,0,111,0,0,0,48,0
Delta Draconis,253.5,835.8,yellow,dwarf,II,Gas Giant,1,7,-141,0,0,1826,0,0,0,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,IIa,Infrared World,1,2,-141,184,60,1826,0,0,60,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,IIb,Halide World,2,0,-141,0,292,1826,0,180,0,0,0,0,112,0
Delta Draconis,253.5,835.8,yellow,dwarf,IIc,Cyanic World,2,0,-141,0,101,1826,101,0,0,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,III,Copper World,2,1,-167,18,210,2800,0,0,210,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,IV,Green World,4,2,-176,18,550,3399,0,0,0,0,550,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,V,Gas Giant,2,7,-188,0,0,4385,0,0,0,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,Va,Dust World,3,1,-188,0,120,4385,0,0,120,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,VI,Redux World,3,0,-192,0,250,4852,0,196,54,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,VIa,Purple World,1,0,-192,0,174,4852,0,0,174,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,VII,Magma World,7,0,-201,0,129,6011,0,0,129,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,VIIa,Super-Dense World,6,1,-201,0,222,6011,0,0,222,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,VIII,Copper World,1,0,-206,0,492,6986,0,0,492,0,0,0,0,0
Delta Draconis,253.5,835.8,yellow,dwarf,IX,Gas Giant,0,7,-209,0,0,7694,0,0,0,0,0,0,0,0
Eta Draconis,315.1,839.0,red,dwarf,I,Gas Giant,2,7,-242,0,0,3464,0,0,0,0,0,0,0,0
Eta Draconis,315.1,839.0,red,dwarf,Ia,Urea World,6,2,-242,100,32,3464,32,0,0,0,0,0,0,0
Eta Draconis,315.1,839.0,red,dwarf,Ib,Dust World,3,1,-242,0,111,3464,0,0,111,0,0,0,0,0
Eta Draconis,315.1,839.0,red,dwarf,Ic,Metal World,3,2,-242,0,322,3464,0,46,132,0,0,0,144,0
Eta Draconis,315.1,839.0,red,dwarf,Id,Azure World,4,1,-242,0,138,3464,0,0,138,0,0,0,0,0
Eta Draconis,315.1,839.0,red,dwarf,II,Chondrite World,6,0,-252,0,80,7860,80,0,0,0,0,0,0,0
Lambda Draconis,236.2,839.5,green,dwarf,I,Acid World,3,3,117,0,133,435,133,0,0,0,0,0,0,0
Lambda Draconis,236.2,839.5,green,dwarf,II,Plutonic World,4,2,-116,62,591,2283,0,0,117,0,250,0,224,0
Lambda Draconis,236.2,839.5,green,dwarf,IIa,Metal World,3,2,-116,0,554,2283,0,14,540,0,0,0,0,0
Lambda Draconis,236.2,839.5,green,dwarf,III,Radioactive World,0,0,-159,0,1024,4315,0,0,0,0,0,0,1024,0
Lambda Draconis,236.2,839.5,green,dwarf,IV,Chondrite World,7,0,-171,0,12,5349,12,0,0,0,0,0,0,0
Lambda Draconis,236.2,839.5,green,dwarf,V,Azure World,3,0,-175,0,171,5868,0,0,171,0,0,0,0,0
Lambda Draconis,236.2,839.5,green,dwarf,VI,Ultramarine World,0,1,-183,36,40,6950,0,0,0,0,40,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,I,Magma World,7,0,-227,0,153,1673,0,0,153,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,Ia,Purple World,3,0,-227,0,90,1673,0,0,90,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,II,Gas Giant,0,7,-234,0,0,2331,0,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,IIa,Ultramarine World,1,2,-234,0,194,2331,0,0,0,164,30,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,III,Gas Giant,0,7,-239,0,0,2993,0,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,IIIa,Infrared World,2,2,-239,0,171,2993,0,0,171,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,IIIb,Metal World,1,2,-239,0,458,2993,0,32,426,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,IIIc,Purple World,1,0,-239,0,39,2993,0,0,39,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,IIId,Cimmerian World,4,0,-239,0,134,2993,134,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,IV,Selenic World,2,0,-245,0,81,4281,0,0,81,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,V,Gas Giant,1,7,-247,0,0,4871,0,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,Va,Noble World,0,0,-247,0,173,4871,1,0,0,172,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,Vb,Urea World,6,2,-247,0,7,4871,7,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,Vc,Urea World,6,2,-247,20,62,4871,62,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,Vd,Ultramarine World,2,2,-247,0,160,4871,0,0,0,160,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,VI,Gas Giant,2,7,-249,0,0,5830,0,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,VIa,Metal World,2,1,-249,60,861,5830,0,66,597,0,0,198,0,0
Beta Draconis,282.2,839.5,red,dwarf,VIb,Urea World,6,1,-249,0,41,5830,41,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,VII,Gas Giant,0,7,-251,0,0,7242,0,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,VIIa,Chondrite World,5,0,-251,0,28,7242,28,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,VIIb,Purple World,4,0,-251,0,216,7242,0,0,216,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,VIIc,Urea World,6,1,-251,40,53,7242,53,0,0,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,VIId,Azure World,3,0,-251,0,87,7242,0,0,87,0,0,0,0,0
Beta Draconis,282.2,839.5,red,dwarf,VIII,Gas Giant,1,7,-252,0,0,7808,0,0,0,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,I,Copper World,1,2,-137,120,279,774,0,0,279,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,II,Magma World,6,0,-187,0,207,1918,0,0,207,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,IIa,Dust World,3,1,-187,0,132,1918,0,0,132,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,III,Cimmerian World,3,0,-196,0,87,2345,87,0,0,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,IV,Gas Giant,2,7,-208,0,0,3289,0,0,0,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,IVa,Copper World,1,1,-208,0,147,3289,0,0,147,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,IVb,Super-Dense World,6,2,-208,0,186,3289,0,0,186,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,IVc,Copper World,2,1,-208,0,501,3289,0,0,501,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,V,Radioactive World,2,0,-213,0,896,3922,0,0,0,0,0,0,896,0
Beta Lipi,550.0,839.5,orange,dwarf,VI,Crimson World,2,2,-218,0,65,4597,0,14,51,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,VII,Noble World,0,0,-221,0,182,5159,6,0,0,176,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,VIII,Gas Giant,1,7,-227,0,0,6494,0,0,0,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,VIIIa,Alkali World,3,0,-227,0,189,6494,0,0,189,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,IX,Gas Giant,2,7,-230,0,0,7353,0,0,0,0,0,0,0,0
Beta Lipi,550.0,839.5,orange,dwarf,IXa,Alkali World,1,0,-230,0,162,7353,0,0,162,0,0,0,0,0
Delta Apodis,253.6,850.4,green,dwarf,I,Halide World,2,0,-156,0,544,4083,0,304,0,0,0,0,240,0
Alpha Apodis,258.2,850.7,yellow,super giant,I,Treasure World,1,2,3222,0,1680,1217,0,0,0,0,0,1680,0,0
Alpha Apodis,258.2,850.7,yellow,super giant,II,Ultramarine World,1,6,3154,0,487,2258,0,0,0,312,175,0,0,0
Alpha Apodis,258.2,850.7,yellow,super giant,III,Gas Giant,1,7,2669,0,0,3717,0,0,0,0,0,0,0,0
Alpha Apodis,258.2,850.7,yellow,super giant,IIIa,Super-Dense World,6,6,2653,0,402,3717,0,0,402,0,0,0,0,0
Alpha Apodis,258.2,850.7,yellow,super giant,IIIb,Carbide World,2,2,1794,0,189,3717,189,0,0,0,0,0,0,0
Alpha Apodis,258.2,850.7,yellow,super giant,IIIc,Carbide World,2,2,1828,0,134,3717,134,0,0,0,0,0,0,0
Alpha Apodis,258.2,850.7,yellow,super giant,IV,Carbide World,3,2,1528,0,130,5149,130,0,0,0,0,0,0,0
Alpha Apodis,258.2,850.7,yellow,super giant,V,Chondrite World,7,0,1155,0,125,6253,125,0,0,0,0,0,0,0
Alpha Apodis,258.2,850.7,yellow,super giant,VI,Selenic World,2,1,1300,0,297,7558,0,0,297,0,0,0,0,0
Zeta Aquarii,862.5,856.2,orange,dwarf,I,Vinylogous World,3,0,-220,0,67,4859,19,0,48,0,0,0,0,0
Zeta Aquarii,862.5,856.2,orange,dwarf,II,Radioactive World,0,0,-228,0,1008,6954,0,0,0,0,0,0,1008,0
Fomalhaut,437.5,856.2,red,dwarf,I,Ruby World,1,0,-228,0,3575,1709,0,0,0,0,0,0,0,3575
Fomalhaut,437.5,856.2,red,dwarf,II,Purple World,3,0,-236,0,126,2574,0,0,126,0,0,0,0,0
Fomalhaut,437.5,856.2,red,dwarf,III,Urea World,7,2,-243,0,60,3838,60,0,0,0,0,0,0,0
Fomalhaut,437.5,856.2,red,dwarf,IV,Super-Dense World,5,2,-246,54,102,4633,0,0,102,0,0,0,0,0
Fomalhaut,437.5,856.2,red,dwarf,V,Gas Giant,1,7,-252,0,0,7420,0,0,0,0,0,0,0,0
Fomalhaut,437.5,856.2,red,dwarf,Va,Crimson World,0,1,-252,240,160,7420,0,34,126,0,0,0,0,0
Fomalhaut,437.5,856.2,red,dwarf,Vb,Urea World,6,1,-252,88,23,7420,23,0,0,0,0,0,0,0
Fomalhaut,437.5,856.2,red,dwarf,Vc,Chondrite World,6,0,-252,0,31,7420,31,0,0,0,0,0,0,0
Fomalhaut,437.5,856.2,red,dwarf,Vd,Dust World,1,0,-252,0,81,7420,0,0,81,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,I,Dust World,2,2,-199,0,120,637,0,0,120,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,II,Ruby World,1,0,-226,0,2400,1567,0,0,0,0,0,0,0,2400
Beta Apodis,259.3,856.9,red,dwarf,III,Maroon World,2,1,-238,0,350,2794,80,0,270,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,IV,Selenic World,1,0,-241,0,66,3415,0,0,66,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,V,Magnetic World,4,0,-244,0,349,4150,0,0,324,0,0,0,0,25
Beta Apodis,259.3,856.9,red,dwarf,VI,Gas Giant,1,7,-247,0,0,4892,0,0,0,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,VIa,Urea World,5,2,-247,0,24,4892,24,0,0,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,VIb,Metal World,2,2,-247,24,1270,4892,0,74,672,0,0,108,416,0
Beta Apodis,259.3,856.9,red,dwarf,VIc,Chondrite World,5,0,-247,0,0,4892,0,0,0,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,VId,Chondrite World,6,0,-247,0,46,4892,46,0,0,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,VII,Gas Giant,1,7,-249,0,0,6038,0,0,0,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,VIIa,Dust World,1,0,-249,0,138,6038,0,0,138,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,VIII,Maroon World,1,0,-251,0,220,6851,40,0,180,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,IX,Gas Giant,1,7,-252,0,0,7822,0,0,0,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,IXa,Urea World,6,1,-252,28,28,7822,28,0,0,0,0,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,IXb,Ultramarine World,2,1,-252,98,281,7822,0,0,81,0,200,0,0,0
Beta Apodis,259.3,856.9,red,dwarf,IXc,Urea World,5,1,-252,0,0,7822,0,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,I,Urea World,5,3,-149,76,42,921,42,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,II,Gas Giant,0,7,-174,0,0,1433,0,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IIa,Carbide World,2,0,-174,0,70,1433,70,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IIb,Alkali World,2,1,-174,0,168,1433,0,0,168,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,III,Urea World,4,2,-195,0,54,2292,54,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IV,Gas Giant,1,7,-211,0,0,3589,0,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IVa,Azure World,5,1,-211,0,63,3589,0,0,63,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IVb,Super-Dense World,6,2,-211,0,0,3589,0,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IVc,Selenic World,1,0,-211,0,189,3589,0,0,189,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,V,Azure World,2,1,-216,0,111,4306,0,0,111,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,VI,Gas Giant,1,7,-221,0,0,5239,0,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,VIa,Halide World,2,0,-221,0,630,5239,0,270,0,0,0,0,360,0
Gamma Apodis,256.2,857.2,orange,dwarf,VIb,Chondrite World,4,0,-221,0,57,5239,57,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,VIc,Copper World,0,1,-221,0,501,5239,0,0,501,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,VII,Gas Giant,0,7,-225,0,0,6004,0,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,VIII,Gas Giant,1,7,-229,0,0,7052,0,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,VIIIa,Crimson World,1,1,-229,0,265,7052,0,40,225,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,VIIIb,Copper World,2,0,-229,0,561,7052,0,0,561,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IX,Gas Giant,2,7,-231,0,0,7929,0,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IXa,Cimmerian World,2,0,-231,0,104,7929,104,0,0,0,0,0,0,0
Gamma Apodis,256.2,857.2,orange,dwarf,IXb,Alkali World,3,0,-231,86,246,7929,0,0,246,0,0,0,0,0
Eta Aquarii,849.2,857.8,white,dwarf,I,Quasi-Degenerate World,4,0,176,0,200,639,0,0,0,0,0,0,0,200
Eta Aquarii,849.2,857.8,white,dwarf,II,Vinylogous World,1,0,90,0,108,964,0,0,108,0,0,0,0,0
Eta Aquarii,849.2,857.8,white,dwarf,III,Auric World,2,1,-61,96,1398,2841,0,0,0,0,0,1398,0,0
Eta Aquarii,849.2,857.8,white,dwarf,IV,Yttric World,3,1,-84,206,150,3551,0,0,150,0,0,0,0,0
Eta Aquarii,849.2,857.8,white,dwarf,V,Ultraviolet World,4,1,-123,0,834,5666,90,0,48,0,0,0,696,0
Eta Aquarii,849.2,857.8,white,dwarf,VI,Gas Giant,2,7,-140,0,0,7169,0,0,0,0,0,0,0,0
Eta Aquarii,849.2,857.8,white,dwarf,VIa,Urea World,4,1,-140,0,27,7169,27,0,0,0,0,0,0,0
Eta Aquarii,849.2,857.8,white,dwarf,VIb,Selenic World,0,0,-140,0,105,7169,0,0,105,0,0,0,0,0
Eta Aquarii,849.2,857.8,white,dwarf,VII,Radioactive World,1,0,-146,0,704,7828,0,0,0,0,0,0,704,0
Zeta Muscae,112.5,858.3,orange,dwarf,I,Hydrocarbon World,2,0,-161,0,91,1128,40,0,51,0,0,0,0,0
Zeta Muscae,112.5,858.3,orange,dwarf,II,Copper World,1,1,-197,0,549,2389,0,0,549,0,0,0,0,0
Zeta Muscae,112.5,858.3,orange,dwarf,III,Urea World,5,2,-206,0,18,3093,18,0,0,0,0,0,0,0
Zeta Muscae,112.5,858.3,orange,dwarf,IV,Copper World,0,1,-217,14,369,4448,0,0,369,0,0,0,0,0
Zeta Muscae,112.5,858.3,orange,dwarf,V,Gas Giant,1,7,-220,0,0,4985,0,0,0,0,0,0,0,0
Zeta Muscae,112.5,858.3,orange,dwarf,VI,Gas Giant,0,7,-227,0,0,6445,0,0,0,0,0,0,0,0
Zeta Muscae,112.5,858.3,orange,dwarf,VIa,Carbide World,4,0,-227,0,135,6445,135,0,0,0,0,0,0,0
Zeta Muscae,112.5,858.3,orange,dwarf,VII,Vinylogous World,3,0,-230,0,96,7380,3,0,93,0,0,0,0,0
Alpha Leporis,807.3,858.8,orange,dwarf,I,Iodine World,3,1,-170,0,108,1327,0,72,36,0,0,0,0,0
Alpha Leporis,807.3,858.8,orange,dwarf,II,Gas Giant,2,7,-197,0,0,2455,0,0,0,0,0,0,0,0
Alpha Leporis,807.3,858.8,orange,dwarf,IIa,Crimson World,1,2,-197,0,133,2455,0,22,111,0,0,0,0,0
Alpha Leporis,807.3,858.8,orange,dwarf,IIb,Radioactive World,2,0,-197,0,696,2455,0,0,0,0,0,0,696,0
Alpha Leporis,807.3,858.8,orange,dwarf,IIc,Halide World,1,0,-197,0,106,2455,0,106,0,0,0,0,0,0
Alpha Leporis,807.3,858.8,orange,dwarf,III,Magnetic World,6,0,-207,0,219,3181,0,0,219,0,0,0,0,0
Alpha Leporis,807.3,858.8,orange,dwarf,IV,Purple World,2,0,-218,0,66,4623,0,0,66,0,0,0,0,0
Alpha Leporis,807.3,858.8,orange,dwarf,V,Maroon World,1,1,-222,0,346,5300,61,0,285,0,0,0,0,0
Alpha Aquarii,856.0,863.8,green,dwarf,I,Primordial World,7,2,-113,214,56,2199,11,0,45,0,0,0,0,0
